Id,cluster_exp0,cluster_exp1,cluster_exp2,cluster_exp3,cluster_exp4,cluster_exp5,cluster_exp6,cluster_exp7,cluster_exp8,cluster_exp9,cluster_exp10,cluster_exp11,cluster_exp12,cluster_exp13,cluster_exp14,cluster_exp15,cluster_exp16,cluster_exp17,cluster_exp18,cluster_exp19,cluster_exp20,cluster_exp21,cluster_exp22,cluster_exp23,cluster_exp24,cluster_exp25,cluster_exp26,cluster_exp27,cluster_exp28,cluster_exp29,cluster_exp30,cluster_exp31,cluster_exp32,cluster_exp33,cluster_exp42,cluster_exp43,cluster_exp44,cluster_exp45,cluster_exp46,cluster_exp47,cluster_exp48,cluster_exp49,cluster_exp50,cluster_exp51,cluster_exp52,cluster_exp53,cluster_exp54,cluster_exp55,cluster_exp56,cluster_exp57,cluster_exp58,cluster_exp59,cluster_exp60,cluster_exp61,cluster_exp62,cluster_exp63,cluster_exp64,cluster_exp65,cluster_exp66,cluster_exp67,cluster_exp68,cluster_exp69,cluster_exp70,cluster_exp71,cluster_exp72,cluster_exp73,cluster_exp74,cluster_exp75,cluster_exp76,cluster_exp77,cluster_exp78,cluster_exp79,cluster_exp80,cluster_exp81,cluster_exp82,cluster_exp83,cluster_exp84,cluster_exp90,cluster_exp91,cluster_exp92,cluster_exp93,cluster_exp98,cluster_exp99,cluster_exp100,cluster_exp101,cluster_exp102,cluster_exp103,cluster_exp104
0x906e55e1035c8a0828f249c173d8090e8fd5f189,4.0,1.0,32.0,16.0,16.0,3.0,3.0,14.0,29.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,33.0,41.0,1.0,15.0,2.0,35.0,69.0,0.0,15.0,37.0,16.0,34.0,3.0,16.0,27.0,38.0,7.0,3.0,11.0,10.0,5.0,78.0,0.0,21.0,22.0,26.0,25.0,1.0,12.0,32.0,29.0,34.0,3.0,17.0,35.0,18.0,18.0,1.0,13.0,35.0,55.0,52.0,0.0,12.0,23.0,25.0,22.0,0.0,23.0,33.0,38.0,55.0,0.0,20.0,29.0,48.0,57.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0e9aed5c7721c642a032812c2c4816f7d6cb87d7,0.0,6.0,11.0,12.0,23.0,0.0,13.0,27.0,55.0,55.0,-1.0,-1.0,-1.0,-1.0,0.0,9.0,17.0,50.0,67.0,1.0,18.0,18.0,45.0,84.0,2.0,7.0,5.0,55.0,13.0,1.0,17.0,33.0,24.0,78.0,1.0,19.0,32.0,31.0,73.0,3.0,16.0,11.0,7.0,3.0,0.0,23.0,12.0,1.0,77.0,0.0,13.0,5.0,23.0,72.0,2.0,6.0,5.0,42.0,33.0,4.0,11.0,19.0,20.0,68.0,2.0,0.0,17.0,56.0,29.0,3.0,8.0,4.0,19.0,23.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0x0a4eafeb533d4111a1fe3a8b323c468976ac2323,4.0,1.0,32.0,62.0,16.0,3.0,8.0,3.0,11.0,11.0,-1.0,-1.0,-1.0,-1.0,0.0,20.0,27.0,23.0,23.0,0.0,18.0,8.0,26.0,60.0,3.0,9.0,19.0,6.0,67.0,0.0,14.0,19.0,37.0,54.0,1.0,14.0,38.0,62.0,0.0,3.0,0.0,14.0,47.0,19.0,0.0,8.0,34.0,30.0,27.0,0.0,9.0,29.0,56.0,4.0,2.0,24.0,5.0,4.0,62.0,4.0,23.0,15.0,29.0,48.0,2.0,0.0,17.0,32.0,10.0,3.0,6.0,41.0,16.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,292.0,2.0,1.0,0.0
0xa4eafeb533d4111a1fe3a8b323c468976ac2323,4.0,24.0,30.0,16.0,76.0,3.0,8.0,7.0,3.0,10.0,-1.0,-1.0,-1.0,-1.0,0.0,21.0,4.0,43.0,45.0,1.0,21.0,20.0,57.0,27.0,0.0,24.0,22.0,15.0,6.0,2.0,16.0,21.0,11.0,13.0,1.0,5.0,6.0,13.0,28.0,3.0,0.0,14.0,47.0,19.0,0.0,8.0,25.0,0.0,29.0,0.0,9.0,29.0,56.0,11.0,0.0,18.0,19.0,23.0,81.0,4.0,23.0,22.0,29.0,48.0,1.0,3.0,0.0,19.0,40.0,3.0,6.0,41.0,16.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,0.0,292.0,3.0,1.0,1.0
0xd7c902fbbcd3c9db2da80a439c94486c50eb81,2.0,24.0,14.0,62.0,42.0,3.0,8.0,7.0,3.0,8.0,-1.0,-1.0,-1.0,-1.0,3.0,23.0,32.0,49.0,36.0,1.0,12.0,28.0,13.0,19.0,4.0,12.0,20.0,38.0,19.0,0.0,5.0,43.0,26.0,18.0,1.0,17.0,8.0,13.0,41.0,3.0,23.0,26.0,15.0,3.0,0.0,8.0,25.0,37.0,29.0,0.0,13.0,30.0,3.0,41.0,1.0,18.0,3.0,16.0,76.0,4.0,11.0,19.0,20.0,27.0,1.0,5.0,32.0,19.0,5.0,3.0,8.0,4.0,27.0,52.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,0.0,292.0,4.0,1.0,1.0
0xb9fddbd225b6c8cc24ce193e5fb95db76d783f2d,4.0,1.0,30.0,16.0,62.0,3.0,0.0,0.0,10.0,20.0,-1.0,-1.0,-1.0,-1.0,2.0,9.0,38.0,49.0,46.0,2.0,19.0,37.0,57.0,29.0,1.0,18.0,32.0,6.0,26.0,0.0,11.0,2.0,17.0,43.0,1.0,19.0,38.0,62.0,0.0,3.0,0.0,14.0,21.0,19.0,0.0,18.0,12.0,8.0,0.0,0.0,9.0,29.0,56.0,11.0,2.0,6.0,5.0,1.0,33.0,4.0,23.0,22.0,29.0,48.0,2.0,0.0,6.0,0.0,29.0,3.0,6.0,41.0,16.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,3.0,0.0,292.0,5.0,2.0,0.0
0xe369a8d4e8799d381cd5734eafd812cfb5c2574a,4.0,1.0,30.0,16.0,62.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,4.0,18.0,24.0,61.0,35.0,2.0,14.0,44.0,7.0,18.0,2.0,0.0,20.0,6.0,55.0,0.0,18.0,8.0,22.0,79.0,1.0,19.0,38.0,62.0,51.0,3.0,11.0,1.0,21.0,22.0,0.0,8.0,25.0,37.0,49.0,0.0,3.0,6.0,6.0,14.0,2.0,24.0,5.0,47.0,23.0,2.0,24.0,11.0,56.0,35.0,2.0,10.0,6.0,0.0,46.0,1.0,12.0,28.0,16.0,72.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,4.0,0.0,292.0,6.0,3.0,0.0
0xd93033ac253ce4320128666d999c392cfc09a523,4.0,1.0,30.0,16.0,62.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,2.0,11.0,22.0,19.0,45.0,4.0,4.0,31.0,34.0,27.0,2.0,1.0,0.0,20.0,84.0,2.0,16.0,22.0,63.0,50.0,2.0,14.0,3.0,52.0,53.0,1.0,15.0,15.0,61.0,16.0,0.0,5.0,13.0,30.0,0.0,1.0,18.0,10.0,62.0,64.0,0.0,9.0,11.0,23.0,24.0,2.0,7.0,39.0,13.0,2.0,1.0,3.0,26.0,46.0,60.0,1.0,11.0,36.0,10.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,5.0,0.0,292.0,7.0,4.0,0.0
0x80ac8b6f4cacea6129f5cf1365904f056b4e29ea,4.0,1.0,30.0,44.0,62.0,3.0,3.0,14.0,29.0,6.0,-1.0,-1.0,-1.0,-1.0,3.0,9.0,32.0,36.0,75.0,4.0,17.0,4.0,24.0,84.0,0.0,20.0,34.0,7.0,5.0,0.0,4.0,44.0,23.0,44.0,3.0,7.0,44.0,38.0,72.0,1.0,15.0,10.0,5.0,70.0,3.0,22.0,19.0,22.0,84.0,1.0,18.0,41.0,25.0,56.0,1.0,3.0,9.0,58.0,33.0,2.0,7.0,40.0,42.0,2.0,2.0,7.0,9.0,13.0,38.0,1.0,11.0,13.0,7.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,6.0,0.0,294.0,8.0,5.0,2.0
0xb4bb4156e5e6ca5d81041f616c27dffb253b7845,1.0,17.0,7.0,61.0,44.0,1.0,16.0,33.0,33.0,67.0,-1.0,-1.0,-1.0,-1.0,2.0,19.0,43.0,60.0,0.0,3.0,24.0,32.0,41.0,11.0,0.0,19.0,17.0,22.0,10.0,4.0,9.0,18.0,46.0,74.0,1.0,19.0,32.0,31.0,50.0,3.0,16.0,11.0,20.0,3.0,0.0,23.0,12.0,1.0,28.0,0.0,13.0,5.0,23.0,72.0,2.0,6.0,5.0,42.0,33.0,4.0,11.0,19.0,20.0,68.0,2.0,0.0,17.0,56.0,29.0,3.0,8.0,4.0,19.0,23.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,7.0,0.0,294.0,9.0,5.0,0.0
0x5efdb6d8c798c2c2bea5b1961982a5944f92a5c1,4.0,1.0,32.0,44.0,16.0,3.0,3.0,14.0,29.0,6.0,-1.0,-1.0,-1.0,-1.0,4.0,8.0,7.0,36.0,25.0,1.0,12.0,9.0,57.0,3.0,2.0,3.0,14.0,5.0,3.0,2.0,12.0,43.0,14.0,29.0,1.0,17.0,13.0,38.0,47.0,1.0,15.0,10.0,61.0,70.0,0.0,18.0,21.0,1.0,53.0,1.0,11.0,10.0,62.0,8.0,0.0,24.0,19.0,11.0,33.0,2.0,22.0,40.0,42.0,2.0,2.0,10.0,5.0,1.0,29.0,1.0,19.0,13.0,29.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,8.0,0.0,294.0,10.0,6.0,0.0
0x2a98fcd155c9da4a28bdb32acc935836c233882a,1.0,19.0,24.0,1.0,2.0,1.0,5.0,2.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,3.0,3.0,16.0,32.0,22.0,4.0,20.0,36.0,62.0,14.0,0.0,21.0,12.0,7.0,40.0,0.0,4.0,12.0,6.0,30.0,1.0,19.0,32.0,31.0,73.0,3.0,16.0,26.0,20.0,3.0,0.0,23.0,12.0,1.0,77.0,0.0,13.0,30.0,3.0,13.0,2.0,24.0,5.0,42.0,33.0,4.0,11.0,19.0,20.0,27.0,2.0,0.0,2.0,30.0,29.0,3.0,8.0,4.0,27.0,52.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,9.0,0.0,293.0,11.0,7.0,0.0
0x7d438bf6567673867480b7923669bf349e6c8c12,2.0,24.0,14.0,3.0,21.0,1.0,4.0,6.0,9.0,4.0,-1.0,-1.0,-1.0,-1.0,4.0,5.0,32.0,45.0,56.0,1.0,9.0,37.0,31.0,60.0,3.0,10.0,10.0,15.0,83.0,2.0,11.0,11.0,10.0,46.0,1.0,14.0,8.0,13.0,11.0,3.0,0.0,14.0,47.0,19.0,0.0,8.0,34.0,37.0,14.0,0.0,9.0,29.0,56.0,11.0,2.0,24.0,26.0,12.0,24.0,4.0,23.0,22.0,29.0,48.0,2.0,0.0,17.0,0.0,21.0,3.0,6.0,41.0,41.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,10.0,0.0,292.0,12.0,1.0,1.0
0x5a483c063b6b2b4f0baafbfe799a3504dd477dae,4.0,1.0,30.0,16.0,62.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,1.0,20.0,17.0,42.0,68.0,3.0,20.0,13.0,55.0,61.0,2.0,6.0,0.0,31.0,45.0,4.0,9.0,39.0,16.0,24.0,2.0,21.0,29.0,32.0,57.0,2.0,12.0,37.0,54.0,75.0,3.0,17.0,37.0,44.0,22.0,4.0,4.0,8.0,47.0,21.0,0.0,18.0,36.0,7.0,2.0,1.0,3.0,7.0,3.0,6.0,1.0,3.0,8.0,23.0,3.0,0.0,7.0,5.0,5.0,41.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,11.0,0.0,292.0,13.0,1.0,0.0
0x1d45f16967a6b5c485524e67868105e6145846e3,2.0,24.0,14.0,62.0,37.0,3.0,8.0,3.0,28.0,13.0,-1.0,-1.0,-1.0,-1.0,3.0,24.0,40.0,57.0,79.0,2.0,0.0,8.0,3.0,78.0,0.0,15.0,31.0,6.0,18.0,0.0,18.0,17.0,22.0,5.0,1.0,14.0,8.0,17.0,51.0,3.0,0.0,14.0,47.0,19.0,0.0,8.0,34.0,30.0,6.0,0.0,9.0,29.0,56.0,52.0,2.0,24.0,26.0,12.0,2.0,2.0,23.0,22.0,29.0,77.0,2.0,0.0,14.0,17.0,6.0,3.0,6.0,41.0,16.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,11.0,0.0,292.0,14.0,1.0,0.0
0xcfe0137ab4318af4f1eb38287c6b37c186869784,4.0,1.0,30.0,16.0,62.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,0.0,19.0,19.0,40.0,35.0,4.0,7.0,34.0,43.0,25.0,3.0,21.0,1.0,24.0,76.0,3.0,11.0,22.0,10.0,0.0,0.0,1.0,0.0,56.0,11.0,1.0,4.0,10.0,28.0,70.0,1.0,0.0,34.0,46.0,25.0,1.0,11.0,3.0,62.0,8.0,0.0,0.0,26.0,1.0,39.0,2.0,7.0,39.0,50.0,32.0,1.0,9.0,0.0,27.0,13.0,1.0,11.0,13.0,25.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,11.0,0.0,292.0,15.0,1.0,1.0
0x1bc3621fd2348d46fa54524d165d50b5163902ba,4.0,24.0,30.0,62.0,50.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,3.0,20.0,27.0,33.0,72.0,1.0,18.0,4.0,23.0,29.0,1.0,7.0,22.0,4.0,70.0,2.0,4.0,26.0,22.0,56.0,1.0,14.0,8.0,17.0,11.0,1.0,4.0,10.0,64.0,21.0,0.0,8.0,34.0,37.0,14.0,1.0,11.0,3.0,1.0,8.0,2.0,24.0,26.0,12.0,39.0,2.0,7.0,39.0,42.0,32.0,2.0,5.0,14.0,0.0,3.0,1.0,11.0,13.0,25.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,11.0,0.0,292.0,16.0,1.0,1.0
0x5fd716a418613dee7b440fc84afd63a8823629c4,4.0,1.0,30.0,16.0,62.0,3.0,0.0,0.0,10.0,7.0,1.0,-1.0,1.0,-1.0,0.0,22.0,39.0,41.0,47.0,4.0,24.0,0.0,48.0,40.0,3.0,10.0,27.0,49.0,2.0,1.0,13.0,37.0,20.0,77.0,2.0,8.0,17.0,17.0,79.0,0.0,7.0,23.0,48.0,39.0,1.0,17.0,2.0,43.0,17.0,3.0,19.0,40.0,13.0,32.0,1.0,18.0,14.0,40.0,11.0,0.0,4.0,17.0,22.0,54.0,1.0,5.0,4.0,23.0,1.0,0.0,5.0,2.0,26.0,41.0,-1.0,-1.0,-1.0,39.0,-1.0,-1.0,-1.0,1.0,11.0,0.0,292.0,17.0,1.0,1.0
0x1a96afe48e215c47d80eeff6eef64685247c2503,2.0,24.0,14.0,28.0,21.0,1.0,4.0,6.0,9.0,9.0,-1.0,-1.0,-1.0,-1.0,2.0,3.0,17.0,10.0,67.0,2.0,22.0,26.0,15.0,17.0,0.0,2.0,39.0,49.0,61.0,2.0,2.0,23.0,48.0,66.0,1.0,14.0,8.0,17.0,59.0,3.0,23.0,26.0,15.0,35.0,0.0,8.0,34.0,30.0,14.0,0.0,13.0,30.0,3.0,13.0,2.0,24.0,26.0,12.0,24.0,4.0,11.0,14.0,20.0,27.0,2.0,0.0,14.0,17.0,52.0,3.0,8.0,4.0,27.0,52.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,11.0,0.0,292.0,18.0,1.0,1.0
0x6abc0b05b554212a6bcdc10f6bff26017d5adbb0,4.0,1.0,30.0,16.0,62.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,1.0,3.0,41.0,45.0,25.0,4.0,12.0,38.0,22.0,25.0,1.0,10.0,9.0,53.0,53.0,0.0,10.0,5.0,44.0,50.0,1.0,22.0,29.0,50.0,12.0,1.0,18.0,27.0,28.0,64.0,0.0,13.0,3.0,39.0,44.0,1.0,6.0,3.0,35.0,66.0,0.0,0.0,21.0,28.0,42.0,1.0,9.0,40.0,46.0,33.0,1.0,6.0,18.0,2.0,10.0,4.0,7.0,19.0,1.0,11.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,12.0,0.0,297.0,19.0,8.0,0.0
0xe9e7b800ec5fc6015cf6b2826711254bab3c12e4,4.0,1.0,30.0,16.0,28.0,3.0,0.0,0.0,60.0,29.0,-1.0,-1.0,-1.0,-1.0,0.0,20.0,7.0,29.0,25.0,3.0,0.0,43.0,50.0,39.0,3.0,21.0,12.0,3.0,54.0,4.0,2.0,6.0,6.0,4.0,1.0,19.0,8.0,62.0,12.0,3.0,11.0,1.0,21.0,22.0,0.0,8.0,3.0,37.0,77.0,0.0,9.0,6.0,6.0,11.0,2.0,1.0,5.0,10.0,62.0,4.0,24.0,22.0,32.0,48.0,1.0,0.0,25.0,0.0,31.0,1.0,6.0,41.0,16.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,13.0,0.0,292.0,20.0,1.0,1.0
0x196a3dc8446920cef0f0d1f6bf7ba5b40702c79f,2.0,24.0,14.0,62.0,37.0,1.0,4.0,6.0,9.0,4.0,-1.0,-1.0,-1.0,-1.0,2.0,15.0,11.0,28.0,56.0,2.0,19.0,2.0,33.0,71.0,4.0,0.0,30.0,39.0,4.0,0.0,4.0,22.0,45.0,30.0,1.0,14.0,8.0,41.0,70.0,3.0,0.0,14.0,47.0,19.0,0.0,8.0,34.0,30.0,14.0,0.0,9.0,29.0,56.0,4.0,2.0,24.0,13.0,28.0,24.0,4.0,23.0,14.0,29.0,48.0,1.0,0.0,14.0,17.0,52.0,3.0,6.0,41.0,16.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,14.0,0.0,292.0,21.0,1.0,1.0
0x20e386ca32b7f545168402841a7cef228b479658,4.0,1.0,30.0,16.0,21.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,4.0,18.0,38.0,55.0,40.0,4.0,23.0,44.0,46.0,35.0,2.0,20.0,0.0,21.0,53.0,0.0,1.0,35.0,46.0,80.0,1.0,14.0,8.0,52.0,51.0,1.0,15.0,15.0,32.0,69.0,0.0,8.0,34.0,37.0,14.0,1.0,18.0,41.0,43.0,14.0,2.0,3.0,9.0,12.0,24.0,2.0,24.0,15.0,56.0,35.0,1.0,0.0,14.0,30.0,46.0,1.0,12.0,36.0,10.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,10.0,0.0,292.0,22.0,1.0,1.0
0x830cc132dd66f6491ceaa20206f398247143d9cf,4.0,1.0,32.0,16.0,16.0,3.0,3.0,14.0,29.0,6.0,-1.0,-1.0,-1.0,-1.0,4.0,13.0,35.0,50.0,50.0,4.0,23.0,35.0,2.0,56.0,1.0,21.0,21.0,52.0,12.0,1.0,11.0,40.0,22.0,5.0,3.0,22.0,10.0,5.0,78.0,1.0,15.0,15.0,10.0,69.0,3.0,12.0,32.0,29.0,34.0,1.0,0.0,41.0,5.0,12.0,1.0,18.0,36.0,11.0,52.0,2.0,7.0,11.0,13.0,35.0,1.0,4.0,4.0,25.0,78.0,1.0,11.0,28.0,10.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,15.0,0.0,0.0,23.0,0.0,3.0
0x7a612b0ee77bf94e58006287705268ca86e3fc29,1.0,17.0,32.0,2.0,52.0,3.0,0.0,26.0,12.0,12.0,-1.0,-1.0,-1.0,-1.0,1.0,17.0,27.0,4.0,51.0,3.0,5.0,15.0,39.0,19.0,0.0,2.0,39.0,12.0,37.0,0.0,6.0,13.0,0.0,42.0,1.0,19.0,38.0,22.0,51.0,1.0,15.0,15.0,64.0,70.0,0.0,23.0,13.0,39.0,27.0,1.0,7.0,41.0,59.0,56.0,2.0,24.0,5.0,12.0,62.0,2.0,7.0,40.0,42.0,33.0,2.0,0.0,14.0,17.0,31.0,1.0,11.0,19.0,25.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,16.0,0.0,295.0,24.0,9.0,0.0
0x62bdc64a14405e797f86796ea3c2476209ee0bf9,1.0,3.0,5.0,53.0,77.0,0.0,15.0,31.0,63.0,63.0,-1.0,-1.0,-1.0,-1.0,1.0,14.0,41.0,61.0,49.0,4.0,11.0,43.0,37.0,24.0,0.0,6.0,33.0,52.0,82.0,0.0,16.0,3.0,49.0,68.0,1.0,19.0,32.0,23.0,73.0,3.0,16.0,11.0,20.0,3.0,0.0,23.0,12.0,1.0,77.0,0.0,13.0,5.0,23.0,72.0,2.0,6.0,5.0,42.0,33.0,4.0,11.0,19.0,20.0,68.0,2.0,0.0,17.0,56.0,29.0,3.0,8.0,4.0,19.0,23.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17.0,0.0,293.0,25.0,10.0,0.0
0x22fa8cc33a42320385cbd3690ed60a021891cb32,4.0,19.0,24.0,18.0,34.0,3.0,3.0,16.0,16.0,16.0,-1.0,-1.0,-1.0,-1.0,2.0,10.0,3.0,27.0,65.0,1.0,4.0,33.0,40.0,0.0,4.0,18.0,21.0,4.0,28.0,0.0,1.0,41.0,14.0,37.0,1.0,19.0,13.0,31.0,30.0,1.0,11.0,1.0,21.0,22.0,0.0,18.0,12.0,8.0,49.0,1.0,3.0,6.0,6.0,14.0,2.0,6.0,36.0,6.0,37.0,2.0,24.0,15.0,56.0,35.0,2.0,10.0,14.0,12.0,34.0,1.0,12.0,41.0,10.0,72.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,18.0,0.0,295.0,26.0,3.0,0.0
0x167e001d8017c5412d37c087a1d95cf9521c1a46,4.0,1.0,30.0,44.0,4.0,3.0,0.0,0.0,10.0,20.0,-1.0,-1.0,-1.0,-1.0,0.0,15.0,32.0,6.0,63.0,0.0,10.0,31.0,19.0,53.0,0.0,14.0,6.0,25.0,55.0,0.0,8.0,0.0,0.0,52.0,1.0,14.0,5.0,62.0,41.0,3.0,11.0,1.0,21.0,22.0,0.0,23.0,21.0,8.0,6.0,0.0,3.0,6.0,6.0,11.0,2.0,24.0,5.0,42.0,36.0,2.0,24.0,22.0,32.0,48.0,2.0,9.0,14.0,30.0,20.0,3.0,6.0,28.0,16.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,19.0,0.0,292.0,27.0,3.0,0.0
0x29ecaa773f052d14ec5258b352ee7304f57aabc3,4.0,1.0,30.0,16.0,62.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,4.0,13.0,17.0,26.0,2.0,4.0,2.0,38.0,19.0,35.0,3.0,20.0,40.0,10.0,84.0,1.0,1.0,28.0,45.0,26.0,2.0,1.0,19.0,51.0,56.0,2.0,12.0,25.0,54.0,18.0,1.0,9.0,30.0,47.0,62.0,4.0,12.0,14.0,10.0,27.0,0.0,18.0,17.0,16.0,37.0,1.0,3.0,7.0,9.0,8.0,1.0,20.0,8.0,22.0,10.0,0.0,9.0,17.0,5.0,39.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,19.0,0.0,292.0,28.0,3.0,0.0
0x46bc2a8d011e28b9c8a661c600f908efe409c2ad,4.0,1.0,30.0,16.0,62.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,0.0,5.0,38.0,53.0,71.0,2.0,1.0,40.0,12.0,13.0,1.0,22.0,18.0,32.0,66.0,2.0,16.0,1.0,27.0,25.0,0.0,0.0,28.0,32.0,66.0,1.0,4.0,10.0,42.0,70.0,3.0,18.0,42.0,32.0,12.0,1.0,6.0,3.0,35.0,63.0,0.0,10.0,5.0,47.0,13.0,2.0,7.0,11.0,56.0,32.0,1.0,9.0,18.0,7.0,82.0,1.0,11.0,36.0,10.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,20.0,0.0,298.0,29.0,6.0,4.0
0xc20e57bf666942c7b7c60dd9111d76ef439a23f7,4.0,1.0,30.0,16.0,62.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,3.0,6.0,35.0,29.0,12.0,1.0,9.0,19.0,5.0,6.0,3.0,2.0,23.0,20.0,6.0,0.0,4.0,24.0,62.0,37.0,3.0,21.0,35.0,18.0,22.0,1.0,4.0,27.0,28.0,74.0,3.0,6.0,20.0,46.0,48.0,1.0,6.0,3.0,31.0,42.0,2.0,12.0,21.0,23.0,5.0,1.0,22.0,40.0,23.0,19.0,1.0,10.0,0.0,58.0,16.0,1.0,19.0,13.0,29.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,20.0,0.0,298.0,30.0,6.0,4.0
0xb044aff5d2f044da7d40785d88d2f2cb4ec5f324,4.0,1.0,30.0,16.0,62.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,2.0,14.0,25.0,24.0,27.0,0.0,3.0,20.0,20.0,71.0,2.0,7.0,27.0,12.0,11.0,1.0,4.0,31.0,54.0,21.0,1.0,17.0,22.0,34.0,53.0,1.0,15.0,21.0,24.0,22.0,0.0,18.0,3.0,39.0,37.0,1.0,18.0,6.0,5.0,14.0,2.0,4.0,14.0,9.0,36.0,2.0,7.0,11.0,56.0,32.0,2.0,4.0,14.0,11.0,41.0,1.0,11.0,36.0,10.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,20.0,0.0,292.0,31.0,3.0,0.0
0xdc546f477f273bcf327297bf4adcb671b5f20be1,4.0,1.0,30.0,16.0,62.0,3.0,0.0,0.0,10.0,7.0,-1.0,-1.0,-1.0,-1.0,3.0,6.0,7.0,7.0,52.0,0.0,20.0,29.0,11.0,31.0,4.0,2.0,3.0,4.0,76.0,0.0,3.0,2.0,27.0,0.0,2.0,8.0,39.0,49.0,80.0,0.0,22.0,32.0,2.0,77.0,1.0,17.0,30.0,42.0,75.0,3.0,5.0,21.0,47.0,10.0,1.0,0.0,21.0,12.0,17.0,1.0,3.0,7.0,9.0,6.0,1.0,5.0,5.0,18.0,7.0,0.0,18.0,5.0,22.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,11.0,0.0,292.0,32.0,1.0,0.0
